#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2023 04 20 04 26 999 99.0 99.0  2.23 11.11  8.08 283 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 20 04 56 999 99.0 99.0  2.21 11.11  8.01 280 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 20 05 26 999 99.0 99.0  2.33 11.11  8.61 278 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 20 05 56 999 99.0 99.0  1.98 10.53  8.22 278 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 20 06 26 999 99.0 99.0  2.10 10.53  8.23 280 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 20 06 56 999 99.0 99.0  2.01 11.11  8.08 282 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 20 07 26 999 99.0 99.0  2.10 11.11  8.33 280 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 20 07 56 999 99.0 99.0  1.99 10.53  7.91 283 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 20 08 26 999 99.0 99.0  2.24  9.88  7.97 276 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 20 08 56 999 99.0 99.0  2.21  9.88  7.88 278 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 20 09 26 999 99.0 99.0  2.08 11.11  7.46 282 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 20 09 56 999 99.0 99.0  2.27  9.88  7.69 279 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 20 10 26 999 99.0 99.0  2.08 11.11  7.19 285 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 20 10 56 999 99.0 99.0  2.14 10.53  7.19 275 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 20 11 26 999 99.0 99.0  2.22 11.11  7.13 283 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 20 11 56 999 99.0 99.0  2.17 11.76  7.52 279 9999.0 999.0   9.1 999.0 99.0 99.00
2023 04 20 12 26 999 99.0 99.0  1.84  9.88  7.15 278 9999.0 999.0   9.1 999.0 99.0 99.00
2023 04 20 12 56 999 99.0 99.0  2.15  9.88  7.46 272 9999.0 999.0   9.1 999.0 99.0 99.00
2023 04 20 13 26 999 99.0 99.0  1.78 10.53  6.91 280 9999.0 999.0   9.1 999.0 99.0 99.00
2023 04 20 13 56 999 99.0 99.0  1.72 10.53  6.68 286 9999.0 999.0   9.0 999.0 99.0 99.00
2023 04 20 14 26 999 99.0 99.0  1.69 10.53  6.61 282 9999.0 999.0   9.1 999.0 99.0 99.00
2023 04 20 14 56 999 99.0 99.0  1.63 10.53  6.48 283 9999.0 999.0   9.1 999.0 99.0 99.00
2023 04 20 15 26 999 99.0 99.0  1.52 10.53  6.19 287 9999.0 999.0   9.1 999.0 99.0 99.00
2023 04 20 15 56 999 99.0 99.0  1.48 10.53  5.78 280 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 20 16 26 999 99.0 99.0  1.47 10.53  5.74 279 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 20 16 56 999 99.0 99.0  1.42 10.53  5.21 280 9999.0 999.0   9.1 999.0 99.0 99.00
2023 04 20 17 26 999 99.0 99.0  1.43  9.88  4.87 271 9999.0 999.0   9.1 999.0 99.0 99.00
2023 04 20 17 56 999 99.0 99.0  1.48  9.88  4.80 276 9999.0 999.0   9.1 999.0 99.0 99.00
2023 04 20 18 26 999 99.0 99.0  1.61  9.88  5.05 266 9999.0 999.0   9.1 999.0 99.0 99.00
2023 04 20 18 56 999 99.0 99.0  1.64  6.67  4.73 213 9999.0 999.0   9.1 999.0 99.0 99.00
2023 04 20 19 26 999 99.0 99.0  1.66  7.14  4.72 214 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 20 19 56 999 99.0 99.0  1.86  6.67  5.01 211 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 20 20 26 999 99.0 99.0  2.02  7.14  5.11 211 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 20 20 56 999 99.0 99.0  2.31  7.14  5.34 209 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 20 21 26 999 99.0 99.0  2.54  7.69  5.55 210 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 20 21 56 999 99.0 99.0  2.73  7.14  5.69 204 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 20 22 26 999 99.0 99.0  2.96  7.69  6.04 204 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 20 22 56 999 99.0 99.0  3.15  7.69  6.18 203 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 20 23 26 999 99.0 99.0  3.23  8.33  6.26 209 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 20 23 56 999 99.0 99.0  3.46  7.69  6.32 199 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 21 00 26 999 99.0 99.0  3.69  8.33  6.56 200 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 21 00 56 999 99.0 99.0  3.98  8.33  6.76 206 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 21 01 26 999 99.0 99.0  3.84  8.33  6.69 203 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 21 01 56 999 99.0 99.0  3.40  8.33  6.73 204 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 21 02 26 999 99.0 99.0  3.78  8.33  7.19 197 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 21 02 56 999 99.0 99.0  3.32  9.09  7.27 206 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 21 03 26 999 99.0 99.0  2.96  9.09  6.91 197 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 21 03 56 999 99.0 99.0  2.85  9.88  7.34 214 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 21 04 26 999 99.0 99.0  2.59  9.09  6.95 211 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 21 04 56 999 99.0 99.0  2.24  8.33  6.91 217 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 21 05 26 999 99.0 99.0  2.32  9.09  7.02 221 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 21 05 56 999 99.0 99.0  1.96  9.09  6.71 223 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 21 06 26 999 99.0 99.0  2.10  9.09  6.85 211 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 21 06 56 999 99.0 99.0  2.12  9.09  6.77 214 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 21 07 26 999 99.0 99.0  2.08  9.09  6.71 221 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 21 07 56 999 99.0 99.0  1.93  9.09  6.81 214 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 21 08 26 999 99.0 99.0  2.16  8.33  7.18 224 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 21 08 56 999 99.0 99.0  1.89  8.33  6.86 217 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 21 09 26 999 99.0 99.0  2.09  9.09  7.07 227 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 21 09 56 999 99.0 99.0  2.05  8.33  6.84 223 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 21 10 26 999 99.0 99.0  2.21  8.33  6.91 228 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 21 10 56 999 99.0 99.0  2.34  8.33  7.00 231 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 21 11 26 999 99.0 99.0  2.17  9.09  6.81 241 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 21 11 56 999 99.0 99.0  2.36  9.88  7.22 276 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 21 12 26 999 99.0 99.0  2.62  9.88  7.76 271 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 21 12 56 999 99.0 99.0  2.79 13.33  8.13 287 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 21 13 26 999 99.0 99.0  3.26 12.50  8.43 283 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 21 13 56 999 99.0 99.0  3.41 11.11  8.56 283 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 21 14 26 999 99.0 99.0  3.34 11.11  8.48 278 9999.0 999.0   9.1 999.0 99.0 99.00
2023 04 21 14 56 999 99.0 99.0  3.62  9.88  8.57 276 9999.0 999.0   9.1 999.0 99.0 99.00
2023 04 21 15 26 999 99.0 99.0  3.49 11.76  8.38 280 9999.0 999.0   9.1 999.0 99.0 99.00
2023 04 21 15 56 999 99.0 99.0  3.29 10.53  8.21 275 9999.0 999.0   9.1 999.0 99.0 99.00
2023 04 21 16 26 999 99.0 99.0  3.36 11.11  8.12 276 9999.0 999.0   9.1 999.0 99.0 99.00
2023 04 21 16 56 999 99.0 99.0  3.34 10.53  8.25 280 9999.0 999.0   9.1 999.0 99.0 99.00
2023 04 21 17 26 999 99.0 99.0  3.25 10.53  8.10 279 9999.0 999.0   9.1 999.0 99.0 99.00
2023 04 21 17 56 999 99.0 99.0  3.45 11.11  8.38 280 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 21 18 26 999 99.0 99.0  3.16 10.53  8.13 282 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 21 18 56 999 99.0 99.0  2.81  9.88  7.89 278 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 21 19 26 999 99.0 99.0  2.67 10.53  7.83 275 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 21 19 56 999 99.0 99.0  2.67 11.11  7.79 280 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 21 20 26 999 99.0 99.0  2.52 11.76  7.78 287 9999.0 999.0   9.6 999.0 99.0 99.00
2023 04 21 20 56 999 99.0 99.0  2.36 11.11  7.63 280 9999.0 999.0   9.7 999.0 99.0 99.00
2023 04 21 21 26 999 99.0 99.0  2.31 11.11  7.57 287 9999.0 999.0   9.7 999.0 99.0 99.00
2023 04 21 21 56 999 99.0 99.0  2.52 10.53  7.84 286 9999.0 999.0   9.7 999.0 99.0 99.00
2023 04 21 22 26 999 99.0 99.0  2.50 10.53  7.97 287 9999.0 999.0   9.8 999.0 99.0 99.00
2023 04 21 22 56 999 99.0 99.0  2.46 11.11  8.06 287 9999.0 999.0   9.9 999.0 99.0 99.00
2023 04 21 23 26 999 99.0 99.0  2.40 11.11  8.04 287 9999.0 999.0   9.9 999.0 99.0 99.00
2023 04 21 23 56 999 99.0 99.0  2.15 10.53  7.83 278 9999.0 999.0   9.9 999.0 99.0 99.00
2023 04 22 00 26 999 99.0 99.0  2.09 10.53  7.95 285 9999.0 999.0   9.9 999.0 99.0 99.00
2023 04 22 00 56 999 99.0 99.0  2.21 11.11  8.00 286 9999.0 999.0  10.0 999.0 99.0 99.00
2023 04 22 01 26 999 99.0 99.0  2.12 10.53  8.02 286 9999.0 999.0   9.9 999.0 99.0 99.00
2023 04 22 01 56 999 99.0 99.0  2.03 10.53  7.93 293 9999.0 999.0   9.9 999.0 99.0 99.00
2023 04 22 02 26 999 99.0 99.0  2.05  9.88  8.02 285 9999.0 999.0   9.8 999.0 99.0 99.00
2023 04 22 02 56 999 99.0 99.0  2.04  9.88  8.09 280 9999.0 999.0   9.7 999.0 99.0 99.00
2023 04 22 03 26 999 99.0 99.0  1.87 10.53  7.56 286 9999.0 999.0   9.6 999.0 99.0 99.00
2023 04 22 03 56 999 99.0 99.0  1.99  9.88  7.93 285 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 22 04 26 999 99.0 99.0  1.86  9.09  7.58 268 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 22 04 56 999 99.0 99.0  2.00  9.88  7.82 280 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 22 05 26 999 99.0 99.0  1.58  9.09  7.35 271 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 22 05 56 999 99.0 99.0  1.66  9.09  7.23 265 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 22 06 26 999 99.0 99.0  1.53  9.09  7.35 269 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 22 06 56 999 99.0 99.0  1.51  9.09  7.34 268 9999.0 999.0   9.6 999.0 99.0 99.00
2023 04 22 07 26 999 99.0 99.0  1.75  9.09  7.47 266 9999.0 999.0   9.6 999.0 99.0 99.00
2023 04 22 07 56 999 99.0 99.0  1.48  9.09  7.15 278 9999.0 999.0   9.6 999.0 99.0 99.00
2023 04 22 08 26 999 99.0 99.0  1.54  9.09  7.11 271 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 22 08 56 999 99.0 99.0  1.44  9.09  6.80 268 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 22 09 26 999 99.0 99.0  1.46  8.33  7.01 266 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 22 09 56 999 99.0 99.0  1.45  9.09  7.05 268 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 22 10 26 999 99.0 99.0  1.43  8.33  7.01 273 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 22 10 56 999 99.0 99.0  1.34  9.09  6.98 262 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 22 11 26 999 99.0 99.0  1.30  8.33  7.00 268 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 22 11 56 999 99.0 99.0  1.27  8.33  7.10 266 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 22 12 26 999 99.0 99.0  1.27  9.09  7.13 262 9999.0 999.0   9.4 999.0 99.0 99.00
2023 04 22 12 56 999 99.0 99.0  1.17  8.33  6.71 264 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 22 13 26 999 99.0 99.0  1.16  8.33  6.74 258 9999.0 999.0   9.4 999.0 99.0 99.00
2023 04 22 13 56 999 99.0 99.0  1.13  9.09  6.56 259 9999.0 999.0   9.4 999.0 99.0 99.00
2023 04 22 14 26 999 99.0 99.0  1.01  8.33  6.06 252 9999.0 999.0   9.4 999.0 99.0 99.00
2023 04 22 14 56 999 99.0 99.0  1.18  8.33  6.45 255 9999.0 999.0   9.4 999.0 99.0 99.00
2023 04 22 15 26 999 99.0 99.0  1.02  8.33  5.73 256 9999.0 999.0   9.4 999.0 99.0 99.00
2023 04 22 15 56 999 99.0 99.0  0.99  8.33  5.35 255 9999.0 999.0   9.4 999.0 99.0 99.00
2023 04 22 16 26 999 99.0 99.0  0.97  9.09  5.46 259 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 22 16 56 999 99.0 99.0  0.92  8.33  5.34 251 9999.0 999.0   9.4 999.0 99.0 99.00
2023 04 22 17 26 999 99.0 99.0  0.94  9.09  5.36 254 9999.0 999.0   9.4 999.0 99.0 99.00
2023 04 22 17 56 999 99.0 99.0  0.88  8.33  5.21 258 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 22 18 26 999 99.0 99.0  0.84  7.69  5.34 258 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 22 18 56 999 99.0 99.0  0.84  9.09  5.35 262 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 22 19 26 999 99.0 99.0  0.84  9.09  5.58 258 9999.0 999.0   9.6 999.0 99.0 99.00
2023 04 22 19 56 999 99.0 99.0  0.86  9.09  5.85 259 9999.0 999.0   9.7 999.0 99.0 99.00
2023 04 22 20 26 999 99.0 99.0  0.78  9.09  5.79 265 9999.0 999.0   9.7 999.0 99.0 99.00
2023 04 22 20 56 999 99.0 99.0  0.83  8.33  6.19 264 9999.0 999.0   9.7 999.0 99.0 99.00
2023 04 22 21 26 999 99.0 99.0  0.85  7.69  6.23 255 9999.0 999.0   9.8 999.0 99.0 99.00
2023 04 22 21 56 999 99.0 99.0  0.82  8.33  6.20 262 9999.0 999.0   9.9 999.0 99.0 99.00
2023 04 22 22 26 999 99.0 99.0  0.82  8.33  6.24 262 9999.0 999.0   9.9 999.0 99.0 99.00
2023 04 22 22 56 999 99.0 99.0  0.87  9.09  6.48 259 9999.0 999.0   9.8 999.0 99.0 99.00
2023 04 22 23 26 999 99.0 99.0  0.85  8.33  6.34 258 9999.0 999.0   9.8 999.0 99.0 99.00
2023 04 22 23 56 999 99.0 99.0  0.83  8.33  6.33 255 9999.0 999.0   9.8 999.0 99.0 99.00
2023 04 23 00 26 999 99.0 99.0  0.86  8.33  6.43 256 9999.0 999.0   9.7 999.0 99.0 99.00
2023 04 23 00 56 999 99.0 99.0  0.84  8.33  6.03 255 9999.0 999.0   9.7 999.0 99.0 99.00
2023 04 23 01 26 999 99.0 99.0  0.86  8.33  6.44 258 9999.0 999.0   9.7 999.0 99.0 99.00
2023 04 23 01 56 999 99.0 99.0  0.86  8.33  6.48 254 9999.0 999.0   9.7 999.0 99.0 99.00
2023 04 23 02 26 999 99.0 99.0  0.90  8.33  6.49 255 9999.0 999.0   9.7 999.0 99.0 99.00
2023 04 23 02 56 999 99.0 99.0  0.89  8.33  6.54 255 9999.0 999.0   9.7 999.0 99.0 99.00
2023 04 23 03 26 999 99.0 99.0  0.86  8.33  6.18 258 9999.0 999.0   9.7 999.0 99.0 99.00
2023 04 23 03 56 999 99.0 99.0  0.95  7.69  6.27 259 9999.0 999.0   9.6 999.0 99.0 99.00
2023 04 23 04 26 999 99.0 99.0  0.97  8.33  6.14 256 9999.0 999.0   9.6 999.0 99.0 99.00
2023 04 23 04 56 999 99.0 99.0  0.98  7.69  5.84 254 9999.0 999.0   9.6 999.0 99.0 99.00
2023 04 23 05 26 999 99.0 99.0  1.02  7.69  5.80 251 9999.0 999.0   9.6 999.0 99.0 99.00
2023 04 23 05 56 999 99.0 99.0  0.98  7.69  5.73 249 9999.0 999.0   9.6 999.0 99.0 99.00
2023 04 23 06 26 999 99.0 99.0  1.05  8.33  5.78 256 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 23 06 56 999 99.0 99.0  1.08  7.69  6.05 258 9999.0 999.0   9.6 999.0 99.0 99.00
2023 04 23 07 26 999 99.0 99.0  1.08  7.69  6.11 252 9999.0 999.0   9.6 999.0 99.0 99.00
2023 04 23 07 56 999 99.0 99.0  1.05  7.69  6.63 258 9999.0 999.0   9.7 999.0 99.0 99.00
2023 04 23 08 26 999 99.0 99.0  1.11 13.33  6.63 227 9999.0 999.0   9.7 999.0 99.0 99.00
2023 04 23 08 56 999 99.0 99.0  1.08 13.33  7.11 254 9999.0 999.0   9.6 999.0 99.0 99.00
2023 04 23 09 26 999 99.0 99.0  1.15 13.33  7.07 249 9999.0 999.0   9.6 999.0 99.0 99.00
2023 04 23 09 56 999 99.0 99.0  1.13 12.50  6.53 249 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 23 10 26 999 99.0 99.0  1.18 12.50  6.13 252 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 23 10 56 999 99.0 99.0  1.30 12.50  6.92 249 9999.0 999.0   9.4 999.0 99.0 99.00
2023 04 23 11 26 999 99.0 99.0  1.28 12.50  7.21 252 9999.0 999.0   9.4 999.0 99.0 99.00
2023 04 23 11 56 999 99.0 99.0  1.29 12.50  7.31 254 9999.0 999.0   9.4 999.0 99.0 99.00
2023 04 23 12 26 999 99.0 99.0  1.56 11.76  8.04 255 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 23 12 56 999 99.0 99.0  1.54 11.76  7.26 254 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 23 13 26 999 99.0 99.0  1.63 11.76  7.46 252 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 23 13 56 999 99.0 99.0  1.78 11.11  8.05 256 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 23 14 26 999 99.0 99.0  1.65 11.76  7.54 259 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 23 14 56 999 99.0 99.0  1.77 11.11  7.85 256 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 23 15 26 999 99.0 99.0  1.65 11.11  7.58 255 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 23 15 56 999 99.0 99.0  1.55  9.88  7.27 256 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 23 16 26 999 99.0 99.0  1.70 11.11  7.67 255 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 23 16 56 999 99.0 99.0  1.61 11.11  7.22 252 9999.0 999.0   9.6 999.0 99.0 99.00
2023 04 23 17 26 999 99.0 99.0  1.78 11.11  7.54 248 9999.0 999.0   9.6 999.0 99.0 99.00
2023 04 23 17 56 999 99.0 99.0  1.57 10.53  6.93 254 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 23 18 26 999 99.0 99.0  1.76 10.53  7.01 249 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 23 18 56 999 99.0 99.0  1.81 11.11  7.14 254 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 23 19 26 999 99.0 99.0  1.75 11.11  6.70 256 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 23 19 56 999 99.0 99.0  1.86  9.88  6.63 251 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 23 20 26 999 99.0 99.0  1.82 10.53  6.37 249 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 23 20 56 999 99.0 99.0  1.72 11.11  6.17 251 9999.0 999.0   9.6 999.0 99.0 99.00
2023 04 23 21 26 999 99.0 99.0  1.83 10.53  6.91 248 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 23 21 56 999 99.0 99.0  2.03 10.53  6.59 242 9999.0 999.0   9.4 999.0 99.0 99.00
2023 04 23 22 26 999 99.0 99.0  1.86 10.53  6.32 244 9999.0 999.0   9.4 999.0 99.0 99.00
2023 04 23 22 56 999 99.0 99.0  1.89 14.29  6.67 265 9999.0 999.0   9.4 999.0 99.0 99.00
2023 04 23 23 26 999 99.0 99.0  1.78 14.29  6.28 273 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 23 23 56 999 99.0 99.0  1.90 14.29  6.42 271 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 24 00 26 999 99.0 99.0  1.84 14.29  5.85 271 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 24 00 56 999 99.0 99.0  2.10 14.29  6.43 271 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 24 01 26 999 99.0 99.0  2.04 14.29  6.65 268 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 24 01 56 999 99.0 99.0  2.23 13.33  7.45 273 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 24 02 26 999 99.0 99.0  1.93 13.33  6.97 271 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 24 02 56 999 99.0 99.0  1.99 13.33  6.83 271 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 24 03 26 999 99.0 99.0  2.08 13.33  7.06 268 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 24 03 56 999 99.0 99.0  1.90 12.50  6.32 264 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 24 04 26 999 99.0 99.0  1.99 13.33  6.65 268 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 24 04 56 999 99.0 99.0  1.92 12.50  6.57 268 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 24 05 26 999 99.0 99.0  2.09 12.50  6.40 266 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 24 05 56 999 99.0 99.0  2.18 13.33  6.37 266 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 24 06 26 999 99.0 99.0  2.20 13.33  6.90 266 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 24 06 56 999 99.0 99.0  2.19 12.50  6.41 268 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 24 07 26 999 99.0 99.0  2.26 12.50  6.80 266 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 24 07 56 999 99.0 99.0  2.46 12.50  6.84 268 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 24 08 26 999 99.0 99.0  2.51 12.50  7.37 269 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 24 08 56 999 99.0 99.0  2.56 12.50  7.18 272 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 24 09 26 999 99.0 99.0  2.41 11.76  6.94 268 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 24 09 56 999 99.0 99.0  2.43 12.50  6.96 273 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 24 10 26 999 99.0 99.0  2.43 13.33  7.02 275 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 24 10 56 999 99.0 99.0  2.44 13.33  7.05 272 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 24 11 26 999 99.0 99.0  2.39 13.33  6.85 272 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 24 11 56 999 99.0 99.0  2.58 13.33  7.27 275 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 24 12 26 999 99.0 99.0  2.40 13.33  7.32 269 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 24 12 56 999 99.0 99.0  2.53 13.33  8.06 269 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 24 13 26 999 99.0 99.0  2.37 12.50  7.70 272 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 24 13 56 999 99.0 99.0  2.66 13.33  8.41 273 9999.0 999.0   9.2 999.0 99.0 99.00
2023 04 24 14 26 999 99.0 99.0  2.55 13.33  8.12 273 9999.0 999.0   9.3 999.0 99.0 99.00
2023 04 24 14 56 999 99.0 99.0  2.55 13.33  8.32 271 9999.0 999.0   9.4 999.0 99.0 99.00
2023 04 24 15 26 999 99.0 99.0  2.55 13.33  8.50 272 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 24 15 56 999 99.0 99.0  2.67 12.50  8.60 272 9999.0 999.0   9.5 999.0 99.0 99.00
2023 04 24 16 26 999 99.0 99.0  2.53 13.33  8.41 272 9999.0 999.0   9.6 999.0 99.0 99.00
2023 04 24 16 56 999 99.0 99.0  2.50 12.50  8.43 271 9999.0 999.0   9.7 999.0 99.0 99.00
2023 04 24 17 26 999 99.0 99.0  2.60 12.50  8.77 269 9999.0 999.0   9.9 999.0 99.0 99.00
2023 04 24 17 56 999 99.0 99.0  2.60 12.50  8.84 266 9999.0 999.0   9.9 999.0 99.0 99.00
2023 04 24 18 26 999 99.0 99.0  2.50 11.11  8.66 275 9999.0 999.0  10.0 999.0 99.0 99.00
2023 04 24 18 56 999 99.0 99.0  2.23 12.50  8.58 275 9999.0 999.0   9.9 999.0 99.0 99.00
2023 04 24 19 26 999 99.0 99.0  2.48 11.76  8.74 275 9999.0 999.0  10.3 999.0 99.0 99.00
2023 04 24 19 56 999 99.0 99.0  2.34 11.76  8.87 275 9999.0 999.0  10.1 999.0 99.0 99.00
2023 04 24 20 26 999 99.0 99.0  2.17 13.33  8.73 272 9999.0 999.0  10.2 999.0 99.0 99.00
2023 04 24 20 56 999 99.0 99.0  2.29 11.76  8.90 275 9999.0 999.0  10.4 999.0 99.0 99.00
2023 04 24 21 26 999 99.0 99.0  2.23 11.76  8.88 276 9999.0 999.0  10.6 999.0 99.0 99.00
2023 04 24 21 56 999 99.0 99.0  2.19 12.50  8.86 275 9999.0 999.0  10.7 999.0 99.0 99.00
2023 04 24 22 26 999 99.0 99.0  2.12 11.11  8.48 273 9999.0 999.0  10.8 999.0 99.0 99.00
2023 04 24 22 56 999 99.0 99.0  2.12 11.11  8.54 273 9999.0 999.0  10.8 999.0 99.0 99.00
2023 04 24 23 26 999 99.0 99.0  2.33 11.11  8.84 271 9999.0 999.0  11.0 999.0 99.0 99.00
