#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2023 12 12 04 56 999 99.0 99.0  1.46  9.09  7.38 287 9999.0 999.0  11.1 999.0 99.0 99.00
2023 12 12 05 26 999 99.0 99.0  1.55  9.88  7.51 272 9999.0 999.0  10.4 999.0 99.0 99.00
2023 12 12 05 56 999 99.0 99.0  1.49  9.09  7.20 286 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 12 06 26 999 99.0 99.0  1.46  9.09  7.26 282 9999.0 999.0  10.9 999.0 99.0 99.00
2023 12 12 06 56 999 99.0 99.0  1.35 10.53  7.47 264 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 12 07 26 999 99.0 99.0  1.32  9.88  7.38 285 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 12 07 56 999 99.0 99.0  1.25 11.76  7.01 249 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 12 08 26 999 99.0 99.0  1.24 10.53  6.79 254 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 12 08 56 999 99.0 99.0  1.24  9.09  6.59 280 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 12 09 26 999 99.0 99.0  1.30 10.53  6.99 265 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 12 09 56 999 99.0 99.0  1.31 11.76  6.74 249 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 12 10 26 999 99.0 99.0  1.24 11.76  6.37 249 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 12 10 56 999 99.0 99.0  1.26  9.88  6.94 269 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 12 11 26 999 99.0 99.0  1.25  9.88  6.83 268 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 12 11 56 999 99.0 99.0  1.28  9.09  6.64 280 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 12 12 26 999 99.0 99.0  1.26 10.53  7.09 258 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 12 12 56 999 99.0 99.0  1.31  9.09  7.29 283 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 12 13 26 999 99.0 99.0  1.21  8.33  6.81 278 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 12 13 56 999 99.0 99.0  1.16  9.88  6.32 256 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 12 14 26 999 99.0 99.0  1.11 10.53  6.50 256 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 12 14 56 999 99.0 99.0  1.15  9.09  6.64 273 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 12 15 26 999 99.0 99.0  1.11  9.88  6.51 248 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 12 15 56 999 99.0 99.0  1.18 10.53  6.91 256 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 12 16 26 999 99.0 99.0  1.08  9.88  6.62 249 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 12 16 56 999 99.0 99.0  1.06 10.53  6.41 245 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 12 17 26 999 99.0 99.0  1.06  9.88  6.46 259 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 12 17 56 999 99.0 99.0  1.00  9.09  5.78 254 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 12 18 26 999 99.0 99.0  1.08  9.88  5.67 252 9999.0 999.0  10.8 999.0 99.0 99.00
2023 12 12 18 56 999 99.0 99.0  1.08  8.33  5.72 278 9999.0 999.0  10.8 999.0 99.0 99.00
2023 12 12 19 26 999 99.0 99.0  1.04  9.88  5.87 247 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 12 19 56 999 99.0 99.0  1.04  9.09  5.93 248 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 12 20 26 999 99.0 99.0  0.99 11.11  5.80 251 9999.0 999.0  10.5 999.0 99.0 99.00
2023 12 12 20 56 999 99.0 99.0  0.98 10.53  5.82 252 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 12 21 26 999 99.0 99.0  0.96  9.88  5.90 258 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 12 21 56 999 99.0 99.0  0.99 10.53  5.88 247 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 12 22 26 999 99.0 99.0  0.93  9.09  5.80 254 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 12 22 56 999 99.0 99.0  0.85  9.88  5.73 252 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 12 23 26 999 99.0 99.0  0.87  9.88  5.75 245 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 12 23 56 999 99.0 99.0  0.89  9.09  5.54 240 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 13 00 26 999 99.0 99.0  0.95  9.88  5.92 240 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 13 00 56 999 99.0 99.0  0.89  9.88  6.01 242 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 13 01 26 999 99.0 99.0  0.90  9.88  5.82 244 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 13 01 56 999 99.0 99.0  0.94 10.53  5.90 242 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 13 02 26 999 99.0 99.0  0.85  9.88  5.74 241 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 13 02 56 999 99.0 99.0  0.88  9.09  5.39 245 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 13 03 26 999 99.0 99.0  0.90  9.88  5.85 247 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 13 03 56 999 99.0 99.0  0.90  9.09  5.34 247 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 13 04 26 999 99.0 99.0  0.86  9.09  4.77 240 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 13 04 56 999 99.0 99.0  0.84  9.88  5.11 247 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 13 05 26 999 99.0 99.0  0.85  9.09  5.35 245 9999.0 999.0  10.8 999.0 99.0 99.00
2023 12 13 05 56 999 99.0 99.0  0.81  8.33  5.04 245 9999.0 999.0  10.8 999.0 99.0 99.00
2023 12 13 06 26 999 99.0 99.0  0.81 10.53  5.00 255 9999.0 999.0  10.9 999.0 99.0 99.00
2023 12 13 06 56 999 99.0 99.0  0.89  9.88  5.53 252 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 13 07 26 999 99.0 99.0  0.92  9.88  5.28 256 9999.0 999.0  10.5 999.0 99.0 99.00
2023 12 13 07 56 999 99.0 99.0  0.90  9.88  4.78 241 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 13 08 26 999 99.0 99.0  0.95  9.09  4.85 251 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 13 08 56 999 99.0 99.0  0.95  9.88  4.69 248 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 13 09 26 999 99.0 99.0  1.06  9.88  4.65 252 9999.0 999.0  10.5 999.0 99.0 99.00
2023 12 13 09 56 999 99.0 99.0  1.05  8.33  4.54 247 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 13 10 26 999 99.0 99.0  1.10  9.09  4.74 244 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 13 10 56 999 99.0 99.0  1.05  9.09  4.58 247 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 13 11 26 999 99.0 99.0  1.09  9.88  4.67 244 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 13 11 56 999 99.0 99.0  1.11 14.29  4.70 255 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 13 12 26 999 99.0 99.0  1.17  4.35  4.60 189 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 13 12 56 999 99.0 99.0  1.14  9.09  4.54 245 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 13 13 26 999 99.0 99.0  1.20  9.09  4.49 248 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 13 13 56 999 99.0 99.0  1.19 14.29  4.45 251 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 13 14 26 999 99.0 99.0  1.11 13.33  4.51 255 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 13 14 56 999 99.0 99.0  1.14  4.00  4.36 176 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 13 15 26 999 99.0 99.0  1.17 14.29  4.40 258 9999.0 999.0  10.5 999.0 99.0 99.00
2023 12 13 15 56 999 99.0 99.0  1.19 14.29  4.48 251 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 13 16 26 999 99.0 99.0  1.17 14.29  4.59 256 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 13 16 56 999 99.0 99.0  1.13 14.29  4.36 258 9999.0 999.0  10.5 999.0 99.0 99.00
2023 12 13 17 26 999 99.0 99.0  1.12 13.33  4.45 259 9999.0 999.0  10.5 999.0 99.0 99.00
2023 12 13 17 56 999 99.0 99.0  1.20 14.29  4.90 272 9999.0 999.0  10.5 999.0 99.0 99.00
2023 12 13 18 26 999 99.0 99.0  1.18 12.50  4.77 279 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 13 18 56 999 99.0 99.0  1.31 13.33  4.95 280 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 13 19 26 999 99.0 99.0  1.27 13.33  5.02 283 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 13 19 56 999 99.0 99.0  1.32 13.33  5.30 272 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 13 20 26 999 99.0 99.0  1.29 11.76  5.66 280 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 13 20 56 999 99.0 99.0  1.41 12.50  5.88 279 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 13 21 26 999 99.0 99.0  1.40 11.76  6.18 279 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 13 21 56 999 99.0 99.0  1.61 11.76  6.67 285 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 13 22 26 999 99.0 99.0  1.64 11.76  7.14 285 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 13 22 56 999 99.0 99.0  1.54 11.76  6.82 282 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 13 23 26 999 99.0 99.0  1.81 11.11  7.05 285 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 13 23 56 999 99.0 99.0  1.93 10.53  7.43 282 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 14 00 26 999 99.0 99.0  2.17  9.88  7.91 279 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 14 00 56 999 99.0 99.0  2.12 11.11  7.91 280 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 14 01 26 999 99.0 99.0  2.54 11.11  8.38 276 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 14 01 56 999 99.0 99.0  2.53 11.11  8.05 282 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 14 02 26 999 99.0 99.0  2.57  9.88  7.85 278 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 14 02 56 999 99.0 99.0  2.46 10.53  7.46 276 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 14 03 26 999 99.0 99.0  2.66 11.76  7.77 279 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 14 03 56 999 99.0 99.0  2.64 11.11  7.29 276 9999.0 999.0  10.8 999.0 99.0 99.00
2023 12 14 04 26 999 99.0 99.0  2.38 11.76  7.16 278 9999.0 999.0  10.8 999.0 99.0 99.00
2023 12 14 04 56 999 99.0 99.0  2.08 11.11  7.46 276 9999.0 999.0  10.8 999.0 99.0 99.00
2023 12 14 05 26 999 99.0 99.0  2.11 10.53  7.19 276 9999.0 999.0  10.8 999.0 99.0 99.00
2023 12 14 05 56 999 99.0 99.0  2.15 11.11  6.87 271 9999.0 999.0  10.4 999.0 99.0 99.00
2023 12 14 06 26 999 99.0 99.0  2.09 12.50  6.88 268 9999.0 999.0  10.4 999.0 99.0 99.00
2023 12 14 06 56 999 99.0 99.0  2.11 11.76  6.99 268 9999.0 999.0  10.5 999.0 99.0 99.00
2023 12 14 07 26 999 99.0 99.0  2.03 12.50  6.80 272 9999.0 999.0  10.5 999.0 99.0 99.00
2023 12 14 07 56 999 99.0 99.0  1.85 12.50  6.81 275 9999.0 999.0  10.5 999.0 99.0 99.00
2023 12 14 08 26 999 99.0 99.0  2.03 12.50  7.04 278 9999.0 999.0  10.4 999.0 99.0 99.00
2023 12 14 08 56 999 99.0 99.0  1.85 12.50  7.14 276 9999.0 999.0  10.5 999.0 99.0 99.00
2023 12 14 09 26 999 99.0 99.0  1.93 12.50  7.42 279 9999.0 999.0  10.5 999.0 99.0 99.00
2023 12 14 09 56 999 99.0 99.0  1.80 11.76  7.40 276 9999.0 999.0  10.5 999.0 99.0 99.00
2023 12 14 10 26 999 99.0 99.0  1.91 12.50  7.38 266 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 14 10 56 999 99.0 99.0  1.86 10.53  7.39 266 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 14 11 26 999 99.0 99.0  1.96 12.50  7.66 278 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 14 11 56 999 99.0 99.0  1.86 11.76  7.57 276 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 14 12 26 999 99.0 99.0  1.99 11.11  7.62 278 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 14 12 56 999 99.0 99.0  2.13 11.11  8.17 275 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 14 13 26 999 99.0 99.0  2.09 11.11  8.18 279 9999.0 999.0  10.5 999.0 99.0 99.00
2023 12 14 13 56 999 99.0 99.0  2.04 11.76  8.23 282 9999.0 999.0  10.5 999.0 99.0 99.00
2023 12 14 14 26 999 99.0 99.0  2.16 11.11  8.35 279 9999.0 999.0  10.5 999.0 99.0 99.00
2023 12 14 14 56 999 99.0 99.0  2.06 11.11  8.21 279 9999.0 999.0  10.5 999.0 99.0 99.00
2023 12 14 15 26 999 99.0 99.0  2.31 11.76  8.76 280 9999.0 999.0  10.5 999.0 99.0 99.00
2023 12 14 15 56 999 99.0 99.0  2.30 11.11  8.69 282 9999.0 999.0  10.5 999.0 99.0 99.00
2023 12 14 16 26 999 99.0 99.0  2.31 11.11  8.56 280 9999.0 999.0  10.5 999.0 99.0 99.00
2023 12 14 16 56 999 99.0 99.0  2.30 11.11  8.62 286 9999.0 999.0  10.5 999.0 99.0 99.00
2023 12 14 17 26 999 99.0 99.0  2.35 11.11  8.62 282 9999.0 999.0  10.5 999.0 99.0 99.00
2023 12 14 17 56 999 99.0 99.0  2.36 11.11  8.71 279 9999.0 999.0  10.4 999.0 99.0 99.00
2023 12 14 18 26 999 99.0 99.0  2.46 12.50  9.31 280 9999.0 999.0  10.4 999.0 99.0 99.00
2023 12 14 18 56 999 99.0 99.0  2.27 12.50  9.07 280 9999.0 999.0  10.5 999.0 99.0 99.00
2023 12 14 19 26 999 99.0 99.0  2.13 12.50  8.84 282 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 14 19 56 999 99.0 99.0  1.98 12.50  8.38 280 9999.0 999.0  10.5 999.0 99.0 99.00
2023 12 14 20 26 999 99.0 99.0  2.01 12.50  8.38 272 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 14 20 56 999 99.0 99.0  2.01 12.50  8.69 280 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 14 21 26 999 99.0 99.0  2.10 12.50  8.91 280 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 14 21 56 999 99.0 99.0  1.87 11.11  8.47 275 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 14 22 26 999 99.0 99.0  2.01 12.50  8.73 271 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 14 22 56 999 99.0 99.0  1.90 12.50  8.74 275 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 14 23 26 999 99.0 99.0  2.02 12.50  9.16 272 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 14 23 56 999 99.0 99.0  2.34 11.76  9.79 265 9999.0 999.0  10.5 999.0 99.0 99.00
2023 12 15 00 26 999 99.0 99.0  1.94 12.50  9.33 266 9999.0 999.0  10.5 999.0 99.0 99.00
2023 12 15 00 56 999 99.0 99.0  1.89 11.76  9.20 275 9999.0 999.0  10.4 999.0 99.0 99.00
2023 12 15 01 26 999 99.0 99.0  2.06 11.11  9.78 271 9999.0 999.0  10.4 999.0 99.0 99.00
2023 12 15 01 56 999 99.0 99.0  1.99 11.76  9.26 279 9999.0 999.0  10.4 999.0 99.0 99.00
2023 12 15 02 26 999 99.0 99.0  1.88 11.11  9.11 273 9999.0 999.0  10.4 999.0 99.0 99.00
2023 12 15 02 56 999 99.0 99.0  2.04 11.76  9.60 276 9999.0 999.0  10.3 999.0 99.0 99.00
2023 12 15 03 26 999 99.0 99.0  1.87 11.11  9.25 280 9999.0 999.0  10.3 999.0 99.0 99.00
2023 12 15 03 56 999 99.0 99.0  1.89 11.11  9.01 271 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 15 04 26 999 99.0 99.0  1.91 10.53  8.71 280 9999.0 999.0  10.8 999.0 99.0 99.00
2023 12 15 04 56 999 99.0 99.0  1.85 10.53  8.71 287 9999.0 999.0  10.9 999.0 99.0 99.00
2023 12 15 05 26 999 99.0 99.0  1.72 11.11  8.37 271 9999.0 999.0  11.0 999.0 99.0 99.00
2023 12 15 05 56 999 99.0 99.0  1.84 11.11  8.68 279 9999.0 999.0  11.0 999.0 99.0 99.00
2023 12 15 06 26 999 99.0 99.0  1.85  9.88  9.09 286 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 15 06 56 999 99.0 99.0  2.01 11.11  9.21 271 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 15 07 26 999 99.0 99.0  1.75 10.53  8.55 280 9999.0 999.0  10.4 999.0 99.0 99.00
2023 12 15 07 56 999 99.0 99.0  1.83  9.88  8.68 272 9999.0 999.0  10.5 999.0 99.0 99.00
2023 12 15 08 26 999 99.0 99.0  1.73 10.53  8.47 278 9999.0 999.0  10.5 999.0 99.0 99.00
2023 12 15 08 56 999 99.0 99.0  1.78 10.53  8.45 272 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 15 09 26 999 99.0 99.0  1.75 10.53  8.28 279 9999.0 999.0  10.8 999.0 99.0 99.00
2023 12 15 09 56 999 99.0 99.0  1.57 11.11  7.83 265 9999.0 999.0  10.8 999.0 99.0 99.00
2023 12 15 10 26 999 99.0 99.0  1.65 11.76  8.09 271 9999.0 999.0  10.8 999.0 99.0 99.00
2023 12 15 10 56 999 99.0 99.0  1.78 11.11  8.49 275 9999.0 999.0  10.8 999.0 99.0 99.00
2023 12 15 11 26 999 99.0 99.0  1.62 11.76  7.90 269 9999.0 999.0  10.8 999.0 99.0 99.00
2023 12 15 11 56 999 99.0 99.0  1.54  9.88  7.92 265 9999.0 999.0  10.8 999.0 99.0 99.00
2023 12 15 12 26 999 99.0 99.0  1.39 11.11  7.70 272 9999.0 999.0  10.8 999.0 99.0 99.00
2023 12 15 12 56 999 99.0 99.0  1.44 11.76  7.83 269 9999.0 999.0  10.8 999.0 99.0 99.00
2023 12 15 13 26 999 99.0 99.0  1.38  9.88  7.55 262 9999.0 999.0  10.8 999.0 99.0 99.00
2023 12 15 13 56 999 99.0 99.0  1.46 11.76  8.14 271 9999.0 999.0  10.8 999.0 99.0 99.00
2023 12 15 14 26 999 99.0 99.0  1.52 11.76  8.45 268 9999.0 999.0  10.4 999.0 99.0 99.00
2023 12 15 14 56 999 99.0 99.0  1.47 12.50  8.41 268 9999.0 999.0  10.3 999.0 99.0 99.00
2023 12 15 15 26 999 99.0 99.0  1.47 12.50  8.54 265 9999.0 999.0  10.4 999.0 99.0 99.00
2023 12 15 15 56 999 99.0 99.0  1.49 11.76  8.44 262 9999.0 999.0  10.4 999.0 99.0 99.00
2023 12 15 16 26 999 99.0 99.0  1.41 11.76  8.49 259 9999.0 999.0  10.4 999.0 99.0 99.00
2023 12 15 16 56 999 99.0 99.0  1.53 12.50  9.03 272 9999.0 999.0  10.4 999.0 99.0 99.00
2023 12 15 17 26 999 99.0 99.0  1.54 12.50  8.83 269 9999.0 999.0  10.5 999.0 99.0 99.00
2023 12 15 17 56 999 99.0 99.0  1.53 12.50  9.05 272 9999.0 999.0  10.4 999.0 99.0 99.00
2023 12 15 18 26 999 99.0 99.0  1.50 12.50  8.69 279 9999.0 999.0  10.4 999.0 99.0 99.00
2023 12 15 18 56 999 99.0 99.0  1.52 12.50  8.57 280 9999.0 999.0  10.5 999.0 99.0 99.00
2023 12 15 19 26 999 99.0 99.0  1.53 13.33  8.70 280 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 15 19 56 999 99.0 99.0  1.73 12.50  9.53 279 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 15 20 26 999 99.0 99.0  1.54 11.11  9.04 280 9999.0 999.0  10.8 999.0 99.0 99.00
2023 12 15 20 56 999 99.0 99.0  1.57 10.53  9.11 278 9999.0 999.0  10.9 999.0 99.0 99.00
2023 12 15 21 26 999 99.0 99.0  1.76 11.11  9.53 282 9999.0 999.0  11.0 999.0 99.0 99.00
2023 12 15 21 56 999 99.0 99.0  1.84 11.11  9.53 276 9999.0 999.0  11.0 999.0 99.0 99.00
2023 12 15 22 26 999 99.0 99.0  1.80 11.11  9.28 279 9999.0 999.0  11.0 999.0 99.0 99.00
2023 12 15 22 56 999 99.0 99.0  1.97 10.53  9.39 276 9999.0 999.0  11.0 999.0 99.0 99.00
2023 12 15 23 26 999 99.0 99.0  1.79 11.11  9.17 279 9999.0 999.0  11.0 999.0 99.0 99.00
2023 12 15 23 56 999 99.0 99.0  1.70 11.11  9.04 275 9999.0 999.0  10.9 999.0 99.0 99.00
2023 12 16 00 26 999 99.0 99.0  2.02 11.11  9.64 276 9999.0 999.0  10.9 999.0 99.0 99.00
2023 12 16 00 56 999 99.0 99.0  2.09 10.53  9.41 280 9999.0 999.0  10.9 999.0 99.0 99.00
2023 12 16 01 26 999 99.0 99.0  2.00 11.11  9.03 276 9999.0 999.0  10.8 999.0 99.0 99.00
2023 12 16 01 56 999 99.0 99.0  2.12 11.76  9.49 275 9999.0 999.0  10.8 999.0 99.0 99.00
2023 12 16 02 26 999 99.0 99.0  2.08 12.50  9.39 275 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 16 02 56 999 99.0 99.0  1.94 11.76  9.07 271 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 16 03 26 999 99.0 99.0  1.94 11.11  9.16 271 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 16 03 56 999 99.0 99.0  2.07 11.11  9.58 269 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 16 04 26 999 99.0 99.0  1.94 13.33  9.78 278 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 16 04 56 999 99.0 99.0  1.92 12.50  9.85 268 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 16 05 26 999 99.0 99.0  1.77 14.29  9.53 275 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 16 05 56 999 99.0 99.0  1.77 12.50  9.57 268 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 16 06 26 999 99.0 99.0  1.88 15.38 10.09 266 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 16 06 56 999 99.0 99.0  1.91 11.76 10.17 265 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 16 07 26 999 99.0 99.0  1.95 15.38 10.74 266 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 16 07 56 999 99.0 99.0  1.86 15.38 11.10 268 9999.0 999.0  10.5 999.0 99.0 99.00
2023 12 16 08 26 999 99.0 99.0  1.66 12.50 10.69 276 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 16 08 56 999 99.0 99.0  1.74 14.29 10.47 275 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 16 09 26 999 99.0 99.0  1.88 15.38 11.07 269 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 16 09 56 999 99.0 99.0  1.83 15.38 10.59 266 9999.0 999.0  10.5 999.0 99.0 99.00
2023 12 16 10 26 999 99.0 99.0  1.77 14.29 10.56 273 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 16 10 56 999 99.0 99.0  1.91 14.29 10.57 272 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 16 11 26 999 99.0 99.0  1.97 14.29 10.59 273 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 16 11 56 999 99.0 99.0  1.89 11.11 10.36 286 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 16 12 26 999 99.0 99.0  1.90 11.11 10.22 275 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 16 12 56 999 99.0 99.0  1.92 14.29 10.30 271 9999.0 999.0  10.7 999.0 99.0 99.00
2023 12 16 13 26 999 99.0 99.0  2.19 11.11 10.10 266 9999.0 999.0  10.6 999.0 99.0 99.00
2023 12 16 13 56 999 99.0 99.0  2.11 13.33 10.04 272 9999.0 999.0  10.5 999.0 99.0 99.00
2023 12 16 14 26 999 99.0 99.0  2.23 13.33 10.37 271 9999.0 999.0  10.2 999.0 99.0 99.00
2023 12 16 14 56 999 99.0 99.0  2.20 13.33 10.33 273 9999.0 999.0  10.2 999.0 99.0 99.00
2023 12 16 15 26 999 99.0 99.0  2.08 13.33 10.05 275 9999.0 999.0  10.1 999.0 99.0 99.00
2023 12 16 15 56 999 99.0 99.0  2.01 11.76  9.75 280 9999.0 999.0  10.2 999.0 99.0 99.00
2023 12 16 16 26 999 99.0 99.0  2.10 13.33  9.48 268 9999.0 999.0  10.2 999.0 99.0 99.00
2023 12 16 16 56 999 99.0 99.0  2.20 13.33  9.68 272 9999.0 999.0  10.0 999.0 99.0 99.00
2023 12 16 17 26 999 99.0 99.0  2.04 12.50  9.61 272 9999.0 999.0  10.0 999.0 99.0 99.00
2023 12 16 17 56 999 99.0 99.0  2.13  9.88  9.46 280 9999.0 999.0  10.0 999.0 99.0 99.00
2023 12 16 18 26 999 99.0 99.0  2.04 14.29  9.56 275 9999.0 999.0  10.0 999.0 99.0 99.00
2023 12 16 18 56 999 99.0 99.0  2.11 12.50  9.87 268 9999.0 999.0  10.0 999.0 99.0 99.00
2023 12 16 19 26 999 99.0 99.0  1.85 13.33  9.72 278 9999.0 999.0  10.1 999.0 99.0 99.00
2023 12 16 19 56 999 99.0 99.0  1.90 13.33  9.76 268 9999.0 999.0  10.1 999.0 99.0 99.00
2023 12 16 20 26 999 99.0 99.0  1.86 12.50  9.74 273 9999.0 999.0  10.1 999.0 99.0 99.00
2023 12 16 20 56 999 99.0 99.0  1.80 13.33  9.17 272 9999.0 999.0  10.2 999.0 99.0 99.00
2023 12 16 21 26 999 99.0 99.0  1.82 11.11  8.83 278 9999.0 999.0  10.2 999.0 99.0 99.00
2023 12 16 21 56 999 99.0 99.0  1.77 14.29  8.97 268 9999.0 999.0  10.3 999.0 99.0 99.00
2023 12 16 22 26 999 99.0 99.0  1.74 13.33  9.38 271 9999.0 999.0  10.3 999.0 99.0 99.00
2023 12 16 22 56 999 99.0 99.0  1.71 12.50  9.08 272 9999.0 999.0  10.3 999.0 99.0 99.00
2023 12 16 23 26 999 99.0 99.0  1.94 14.29  9.56 269 9999.0 999.0  10.4 999.0 99.0 99.00
2023 12 16 23 56 999 99.0 99.0  1.63  9.88  8.49 273 9999.0 999.0  10.5 999.0 99.0 99.00
